best_model,cv_pr_auc,holdout_pr_auc,holdout_roc_auc,brier,f1_at_0.5,f1_at_t*,t*,min_recall,use_smote
SVC-RBF,0.7449182941523714,0.6415281521008428,0.7966567164179105,0.17531264908353447,0.5984251968503937,0.6631016042780749,0.19189011010851192,0.7,False
